corpus,model,normalization,metric,topic01,topic02,topic03,topic04,topic05,topic06,topic07,topic08,topic09,topic10,average
GitterHQ,DMM,stem,cp,0.416521735,-0.269421117,0.194413975,-0.096419052,-0.2149061,0.481715035,0.392345759,0.061042699,-0.198487222,0.120940944,0.088774666
GitterHQ,DMM,stem,npmi,0.087666676,-0.068417717,0.027491222,0.02502494,-0.109299878,0.109420262,0.104657785,-0.008974296,-0.064743553,-0.119807905,-0.001698246
GitterHQ,DMM,stem,umass,-2.358832721,-8.910026333,-1.70397417,-1.607245986,-5.884626289,-2.473471041,-3.519240302,-1.648895159,-6.282834709,-3.269122576,-3.765826929
GitterHQ,GPU-PDMM,stem,ca,0.178997744,0.536930256,0.276712923,0.157136739,-0.017682761,0.552746265,0.047569379,0.315010929,0.331217918,0.567008446,0.294564784
GitterHQ,GPU-PDMM,stem,cp,-0.293318394,0.280937776,-0.084394937,-0.077219439,-0.405703061,0.169766263,-0.236371323,0.152462925,-0.212525662,0.32559968,-0.038076617
GitterHQ,GPU-PDMM,stem,npmi,-0.090867176,0.072619916,-0.035021551,-0.01784033,-0.1283311,0.017961384,-0.088095746,0.062269534,0.022846243,0.075230467,-0.010922836
GitterHQ,GPU-PDMM,stem,umass,-2.454809079,-3.759663505,-8.637940433,-5.537574367,-2.806189559,-1.567383611,-11.5727608,-1.048294054,-1.312190508,-2.652597997,-4.134940392
GitterHQ,WNTM,stem,ca,0.677353036,0.282465485,0.584875028,0.072597715,0.38654725,0.403265126,0.609787055,0.319278309,0.163245782,0.340231879,0.383964666
GitterHQ,WNTM,stem,cp,0.596418022,-0.348119726,0.271827639,-0.526477393,0.011246986,-0.002754932,-0.005124892,-0.138244114,-0.683986578,-0.012058656,-0.083727364
GitterHQ,WNTM,stem,npmi,0.132699873,-0.074547549,0.090231927,-0.0654193,0.044897831,0.033756827,-0.085596768,-0.020678422,-0.13767065,0.026316957,-0.005600927
GitterHQ,WNTM,stem,umass,-2.33856575,-9.24845384,-2.637666455,-2.482639911,-1.276309895,-9.696506015,-1.917748298,-10.02515753,-12.5464052,-0.591031946,-5.276048483
GitterHQ,LDA,stem,ca,0.274316097,0.189447701,0.108612597,0.538753936,0.668307372,0.546642938,0.451042615,0.568717999,0.020779054,0.627991543,0.399461185
GitterHQ,LDA,stem,cp,-0.029025218,-0.236974278,-0.275107897,0.169301,0.393242062,0.237308202,0.540731152,0.20800591,-0.6715674,0.104256955,0.044017049
GitterHQ,LDA,stem,npmi,0.078430077,-0.088095746,-0.032227245,0.044020318,0.05846776,0.082809613,0.147962009,0.051361962,-0.17776658,0.029440105,0.019440227
GitterHQ,LDA,stem,umass,-2.251797814,-10.63240845,-3.435098545,-1.884428026,-1.900679295,-1.439562974,-1.547452313,-1.447190437,-10.15196886,-2.23269015,-3.692327687
Locomotive,BTM,stem,ca,0.327550832,0.103929317,0.300175199,0.039559866,0.207763746,0.556332985,0.236161419,0.236148511,0.192392007,0.035240027,0.223525391
Locomotive,BTM,stem,cp,-0.708491184,-0.177047335,-0.300396807,-0.593091636,-0.322036592,-0.106669825,-0.519046405,-0.297323472,-0.505176027,-0.379260164,-0.390853945
Locomotive,BTM,stem,npmi,-0.154076798,-0.15475918,-0.123485514,-0.182802661,0.008141016,-0.061879077,-0.08281743,-0.002093525,-0.141900211,-0.101208895,-0.099688228
Locomotive,BTM,stem,umass,-10.44768073,-3.771154549,-3.115506192,-9.691757923,-1.823066829,-2.152715864,-4.202296108,-1.504304024,-9.667226887,-3.239067332,-4.961477643
Locomotive,DMM,stem,ca,-0.075165279,0.207902969,0.361531024,0.180856479,0.316420301,-0.049084058,0.044768039,0.402180968,0.324148887,0.166207783,0.187976711
Locomotive,DMM,stem,cp,-0.804572374,-0.347170332,-0.326452846,-0.332927934,-0.16407225,-0.351339009,-0.295109758,-0.237574686,-0.139835657,-0.085562969,-0.308461782
Locomotive,DMM,stem,npmi,-0.14775088,-0.152789466,0.009897331,-0.107157926,0.004877955,-0.077268579,0.022402933,-0.130404749,-0.058752387,-0.016732953,-0.065367872
Locomotive,DMM,stem,umass,-4.025480552,-5.603599877,-1.444939815,-3.744816381,-0.847145695,-2.463613307,-1.635466622,-2.57669115,-1.628367103,-2.144615079,-2.611473558
Locomotive,GPU-PDMM,stem,ca,0.123861715,0.239780328,-0.089642308,0.301633167,0.115255959,0.279041674,0.062847879,0.365491089,0.027091515,0.129650802,0.155501182
Locomotive,GPU-PDMM,stem,cp,-0.506073743,-0.206020112,-0.340787798,-0.145386116,-0.366166295,-0.655602651,-0.329309405,0.159987651,-0.576152224,-0.047551477,-0.301306217
Locomotive,GPU-PDMM,stem,npmi,-0.125971659,-0.043651301,-0.091907267,0.032772261,0.003791595,-0.087816376,-0.06969918,0.028343171,-0.175421171,-0.082335299,-0.061189523
Locomotive,GPU-PDMM,stem,umass,-5.644925646,-5.721134439,-6.393719987,-1.194856327,-1.126112707,-1.898674211,-3.340821956,-2.286343763,-10.30701929,-4.21660399,-4.213021232
Locomotive,WNTM,stem,ca,0.316772086,0.316690412,0.125204559,0.639971681,-0.03319021,0.209829257,0.358780278,-0.057060269,0.179162788,-0.075939087,0.19802215
Locomotive,WNTM,stem,cp,-0.719696565,-0.128570644,-0.270771541,0.079074214,-0.476135339,0.384494584,-0.262827903,-0.420731916,-0.376324921,-0.822491407,-0.301398144
Locomotive,WNTM,stem,npmi,-0.161558703,0.02616414,-0.059080294,-0.087465812,-0.119852417,-0.023474139,-0.049439935,-0.091827736,0.004777342,-0.20463425,-0.07663918
Locomotive,WNTM,stem,umass,-8.521094368,-1.642174596,-8.506939524,-2.497044086,-8.446977107,-4.177055397,-0.955019158,-8.228183687,-0.989622378,-14.04660111,-5.801071141
Locomotive,LDA,stem,ca,0.282697408,0.023559214,-0.045218107,0.06934725,0.018755469,0.263441446,0.208696071,0.220554164,0.072464095,0.554285924,0.166858294
Locomotive,LDA,stem,cp,0.348899031,-0.179924079,-0.078510915,-0.526132037,-0.682495883,-0.042082342,-0.195622778,-0.018408245,-0.163794269,0.188694751,-0.134937677
Locomotive,LDA,stem,npmi,0.070428766,-0.121844348,-0.135845581,-0.071918298,-0.172708508,0.01029795,-0.067884027,-0.031398834,-0.025466068,0.047135988,-0.049920296
Locomotive,LDA,stem,umass,-3.691558212,-10.08722639,-11.19556534,-3.562269969,-10.26233613,-1.293859567,-0.919031481,-1.914259793,-7.722042272,-1.545816435,-5.219396559
SpringSecurity,BTM,stem,ca,0.152898901,0.160346399,0.061494403,0.083741998,-0.019718776,0.08576783,0.26053759,0.310753377,0.214960055,0.11727674,0.142805852
SpringSecurity,BTM,stem,cp,0.02295837,0.135016072,-0.7,-0.599972152,-0.1,-0.339790942,0.166051516,0.080338564,-0.197389716,-0.409020529,-0.194180882
SpringSecurity,BTM,stem,npmi,-0.080754802,-0.16512618,-0.110498382,-0.143442841,-0.026009071,-0.142759417,0.092589683,0.023102836,-0.141755266,-0.071535299,-0.076618874
SpringSecurity,BTM,stem,umass,-1.203664788,-2.313160789,-9.790406866,-6.164245947,-0.845997229,-6.712064871,-1.874672298,-2.385254057,-2.697319427,-0.393097501,-3.437988377
SpringSecurity,DMM,stem,ca,0.478747903,0.214960055,0.102643854,0.288438696,0.059749359,0.310753377,0.018239651,0.152817509,0.055040437,0.278936921,0.196032776
SpringSecurity,DMM,stem,cp,0.433154615,-0.297604504,0.077086692,-0.110238328,-0.480331925,0.080338564,-0.142846124,-0.200848213,-0.470397961,-0.310122539,-0.142180972
SpringSecurity,DMM,stem,npmi,0.135686912,-0.141755266,-0.02468019,0.011436237,-0.13940321,0.023102836,-0.109083923,-0.051435903,-0.083556434,-0.037566941,-0.041725588
SpringSecurity,DMM,stem,umass,-1.311077712,-2.84227558,-1.876458371,-1.965727342,-5.274309396,-2.385254057,-2.078041477,-0.769393824,-4.972881839,-1.132742103,-2.46081617
SpringSecurity,GPU-PDMM,stem,ca,0.128216157,0.052146025,0.367746713,0.453877391,0.087576926,0.310714663,0.249353551,0.278703339,0.032537659,0.415465418,0.237633784
SpringSecurity,GPU-PDMM,stem,cp,-0.547768756,-0.503574386,-0.031425422,0.104350299,-0.098711467,-0.296751759,-0.358783778,-0.149247947,0.275206181,0.232705343,-0.137400169
SpringSecurity,GPU-PDMM,stem,npmi,-0.019640683,-0.051577635,-0.023433936,0.008419126,0.053030173,-0.035059501,-0.049238566,-0.075231825,0.01176863,0.047632964,-0.013333125
SpringSecurity,GPU-PDMM,stem,umass,-0.227862585,-5.067402998,-2.328153687,-1.672107937,-1.214799559,-0.922936187,-1.833860475,-0.775761512,-1.954100445,-2.28693073,-1.828391612
SpringSecurity,WNTM,stem,ca,0.016629745,0.119206276,0.234755245,0.344501083,0.322571583,0.310753377,0.224733754,0.071766433,0.176357832,0.19340096,0.201467629
SpringSecurity,WNTM,stem,cp,-0.803574386,-0.507690864,0.187148752,0.078606641,0.651161058,0.080567205,0.140756164,-0.214240422,-0.589766991,0.025209643,-0.09518232
SpringSecurity,WNTM,stem,npmi,-0.085391799,-0.113027846,0.06784005,0.00367247,0.083359343,0.023102836,-0.009208165,-0.064487091,-0.058235356,0.046277454,-0.01060981
SpringSecurity,WNTM,stem,umass,-11.35619823,-4.918978896,-1.797951525,-1.564708909,-3.022055119,-2.575605741,-2.169497182,-4.449235917,-3.393164024,-1.357265599,-3.660466114
SpringSecurity,LDA,stem,ca,0.224733754,0.059749359,0.138576701,0.132548281,0.16548944,0.367746713,0.174739181,0.249353551,0.349026766,0.232808337,0.209477208
SpringSecurity,LDA,stem,cp,0.140756164,-0.480331925,-0.29467233,-0.392746069,0.064234994,-0.031116111,-0.255738535,-0.458783778,-0.045230366,0.636423359,-0.11172046
SpringSecurity,LDA,stem,npmi,-0.009208165,-0.13940321,-0.050691845,-0.051322078,-0.002323683,-0.023433936,-0.030708415,-0.049238566,0.022296114,-0.016987976,-0.035102176
SpringSecurity,LDA,stem,umass,-1.59047007,-5.274309396,-0.674395415,-0.734038587,-2.393379292,-2.296222118,-0.970693354,-1.833860475,-0.634393033,-3.15016539,-1.955192713
